Member_number,Date,itemDescription
4236,13-05-2014,napkins
1358,15-12-2014,whipped/sour cream
4638,11-10-2014,whipped/sour cream
1343,27-11-2014,fruit/vegetable juice
3612,16-02-2014,flour
4596,19-02-2014,soda
2399,26-03-2014,napkins
3300,10-07-2014,rolls/buns
3502,14-02-2014,coffee
1127,06-02-2014,soda
1296,19-05-2014,soft cheese
3739,12-01-2014,red/blush wine
4661,15-02-2014,cream cheese 
3287,23-04-2014,napkins
4746,02-01-2014,margarine
4282,20-06-2014,baking powder
3757,07-04-2014,dessert
3279,09-10-2014,soda
3387,22-09-2014,shopping bags
2553,26-12-2014,bottled water
3697,11-02-2014,other vegetables
1819,22-12-2014,coffee
2607,25-01-2014,margarine
2615,29-05-2014,chocolate
1196,15-08-2014,domestic eggs
2926,16-06-2014,domestic eggs
2294,08-01-2014,sugar
4967,22-04-2014,rolls/buns
1284,01-09-2014,salty snack
2089,03-05-2014,pastry
1284,26-06-2014,margarine
1246,03-03-2014,whipped/sour cream
3038,18-04-2014,pot plants
2910,28-03-2014,other vegetables
3957,01-09-2014,salty snack
4493,16-03-2014,whipped/sour cream
1972,02-05-2014,bottled beer
2492,10-03-2014,instant coffee
2943,11-09-2014,chocolate marshmallow
2686,20-12-2014,ready soups
3968,05-11-2014,bottled beer
1955,03-06-2014,shopping bags
2665,11-10-2014,chocolate marshmallow
3850,27-03-2014,cling film/bags
2973,31-10-2014,domestic eggs
3264,27-06-2014,white bread
1591,15-01-2014,frozen meals
1747,07-09-2014,roll products 
1255,26-09-2014,soda
4683,17-09-2014,specialty bar
1102,13-04-2014,candy
4618,18-11-2014,other vegetables
2508,28-05-2014,frozen vegetables
4165,03-04-2014,hard cheese
2168,06-10-2014,fruit/vegetable juice
2929,22-10-2014,cleaner
1316,17-01-2014,rolls/buns
3991,03-07-2014,kitchen towels
2142,27-08-2014,waffles
4671,22-10-2014,house keeping products
1051,26-12-2014,shopping bags
1410,24-06-2014,whipped/sour cream
3752,25-11-2014,dish cleaner
1054,16-01-2014,soda
2591,01-09-2014,soda
2454,22-07-2014,soda
2510,20-04-2014,margarine
1946,29-04-2014,cooking chocolate
4069,04-08-2014,baking powder
2778,09-05-2014,domestic eggs
1175,20-09-2014,pasta
4292,19-01-2014,whipped/sour cream
3776,16-03-2014,dishes
2573,08-05-2014,long life bakery product
2510,23-06-2014,chocolate
1003,19-01-2014,frozen meals
4699,21-07-2014,coffee
3189,28-10-2014,rolls/buns
4406,06-04-2014,hard cheese
2325,20-01-2014,whole milk
4069,10-08-2014,pickled vegetables
1726,15-05-2014,pastry
3026,10-06-2014,chewing gum
4015,02-05-2014,rolls/buns
3260,30-12-2014,dish cleaner
3890,21-12-2014,soda
2237,10-10-2014,coffee
2641,20-07-2014,soda
2581,02-08-2014,canned beer
2030,06-09-2014,shopping bags
2024,21-07-2014,dessert
1729,19-04-2014,newspapers
2331,08-04-2014,tropical fruit
1890,12-09-2014,roll products 
4579,10-05-2014,butter
3140,03-08-2014,salty snack
4492,24-04-2014,brown bread
3537,26-03-2014,coffee
3581,23-10-2014,frozen meals
4924,19-01-2014,pastry
2589,11-04-2014,spices
3302,22-06-2014,hygiene articles
4566,13-04-2014,white bread
2758,30-01-2014,napkins
4790,07-09-2014,candy
4178,18-12-2014,bottled beer
2051,01-05-2014,flour
1647,20-11-2014,specialty chocolate
2778,15-05-2014,soda
1651,23-03-2014,soda
3760,11-09-2014,yogurt
4511,15-09-2014,soda
4674,31-05-2014,bottled water
3684,20-07-2014,napkins
3094,26-06-2014,cream cheese 
2726,02-08-2014,cream cheese 
4897,25-11-2014,coffee
3408,07-04-2014,root vegetables
4294,03-03-2014,domestic eggs
4404,29-04-2014,root vegetables
3692,01-02-2014,frozen dessert
2370,27-07-2014,chewing gum
2137,25-04-2014,canned vegetables
4272,22-07-2014,pastry
3042,11-07-2014,rolls/buns
2974,02-09-2014,pastry
1967,03-11-2014,fruit/vegetable juice
1208,03-08-2014,soft cheese
2436,27-11-2014,newspapers
3379,10-12-2014,roll products 
3148,25-10-2014,shopping bags
2831,25-05-2014,fruit/vegetable juice
1796,06-08-2014,chocolate
4729,27-12-2014,shopping bags
3308,05-11-2014,tea
3848,04-01-2014,chocolate marshmallow
1641,09-02-2014,cream cheese 
1279,28-04-2014,pastry
3495,03-09-2014,pastry
4484,23-04-2014,shopping bags
4578,13-08-2014,white bread
1027,22-09-2014,rolls/buns
2388,28-08-2014,salty snack
4762,08-07-2014,pastry
4687,13-06-2014,soda
1965,02-01-2014,chewing gum
3246,04-10-2014,yogurt
2541,14-01-2014,soda
4363,24-12-2014,long life bakery product
4143,07-03-2014,mustard
2038,04-02-2014,pastry
1865,06-06-2014,bottled beer
1003,27-02-2014,rolls/buns
3358,09-09-2014,cream cheese 
4782,30-10-2014,margarine
4952,15-07-2014,sugar
4042,26-07-2014,frozen dessert
2907,02-09-2014,candy
4693,29-03-2014,bottled beer
1980,12-09-2014,domestic eggs
4217,27-07-2014,dishes
4106,21-09-2014,pastry
4137,12-09-2014,shopping bags
2862,02-06-2014,kitchen towels
4115,07-05-2014,shopping bags
3394,22-11-2014,yogurt
2729,22-05-2014,soft cheese
1949,18-10-2014,semi-finished bread
4832,28-08-2014,shopping bags
1276,07-06-2014,dessert
3584,20-07-2014,frozen fish
2958,17-12-2014,bottled water
4061,04-07-2014,dish cleaner
3568,13-08-2014,beverages
1680,15-05-2014,pet care
1588,19-07-2014,root vegetables
2923,02-11-2014,yogurt
4751,02-03-2014,butter
1633,05-07-2014,ready soups
2235,13-10-2014,frozen vegetables
1466,09-04-2014,rolls/buns
3520,12-05-2014,sliced cheese
3090,07-06-2014,newspapers
2341,22-12-2014,rolls/buns
2140,06-10-2014,whole milk
1017,14-10-2014,brown bread
2177,19-08-2014,soups
3129,02-06-2014,coffee
4299,21-10-2014,seasonal products
1294,24-06-2014,white wine
2851,16-01-2014,rolls/buns
3948,08-04-2014,whipped/sour cream
2047,28-04-2014,waffles
1910,26-02-2014,margarine
2834,01-08-2014,sliced cheese
1561,15-05-2014,sugar
1552,09-01-2014,rolls/buns
3353,10-05-2014,soda
1646,17-06-2014,white bread
1554,31-01-2014,hygiene articles
1622,17-05-2014,misc. beverages
3575,03-05-2014,butter
4396,20-03-2014,roll products 
4858,14-01-2014,detergent
1012,22-06-2014,frozen vegetables
4137,21-12-2014,fruit/vegetable juice
1342,14-02-2014,napkins
2573,21-01-2014,pastry
4437,13-11-2014,other vegetables
2175,23-05-2014,pastry
3879,18-08-2014,brown bread
4378,05-10-2014,vinegar
4721,01-07-2014,processed cheese
2138,01-10-2014,bottled water
4673,10-12-2014,bottled water
1806,20-06-2014,whipped/sour cream
2924,27-03-2014,sliced cheese
4201,21-10-2014,rolls/buns
2763,31-05-2014,shopping bags
3101,21-05-2014,fruit/vegetable juice
1235,26-05-2014,butter
4715,04-09-2014,specialty fat
4684,11-07-2014,oil
4840,15-04-2014,whole milk
3137,29-11-2014,newspapers
2121,22-04-2014,soda
3054,17-01-2014,semi-finished bread
3156,02-01-2014,whipped/sour cream
3965,21-09-2014,yogurt
2011,20-01-2014,whipped/sour cream
2184,19-05-2014,shopping bags
3777,26-02-2014,waffles
2199,30-01-2014,coffee
1983,02-10-2014,margarine
2806,21-01-2014,newspapers
3657,28-07-2014,pastry
1606,05-08-2014,butter
4211,22-03-2014,rolls/buns
3822,04-09-2014,frozen vegetables
2868,02-04-2014,soda
4674,15-05-2014,dishes
1130,18-08-2014,yogurt
3530,18-06-2014,frozen meals
1998,22-02-2014,whipped/sour cream
1174,19-11-2014,baking powder
1070,05-11-2014,cream cheese 
1654,10-08-2014,cream cheese 
4104,05-11-2014,domestic eggs
3113,06-01-2014,hygiene articles
3911,24-03-2014,mayonnaise
1057,05-03-2014,salty snack
1618,17-11-2014,cream cheese 
3385,04-05-2014,UHT-milk
3462,04-02-2014,pet care
1773,18-12-2014,bottled water
4202,28-02-2014,popcorn
2258,05-03-2014,yogurt
3474,26-11-2014,newspapers
2421,06-05-2014,other vegetables
3722,05-07-2014,butter
4894,23-09-2014,dishes
3514,23-07-2014,soda
3807,02-03-2014,cat food
2660,20-03-2014,bottled water
1419,17-05-2014,flour
2271,30-09-2014,frozen dessert
3188,08-05-2014,fruit/vegetable juice
1598,25-04-2014,cream cheese 
1337,06-08-2014,cling film/bags
4740,10-10-2014,rolls/buns
3275,04-12-2014,yogurt
2832,30-05-2014,specialty chocolate
1609,02-07-2014,soft cheese
2627,17-05-2014,liquor (appetizer)
4285,17-08-2014,pastry
3418,27-11-2014,beverages
4732,03-12-2014,soda
3442,16-11-2014,canned fish
3946,26-12-2014,salt
2990,30-03-2014,rolls/buns
3225,15-07-2014,bottled beer
1494,23-11-2014,pip fruit
3549,06-12-2014,frozen meals
3384,23-09-2014,rolls/buns
3746,03-01-2014,meat spreads
3603,13-08-2014,white bread
2120,30-05-2014,butter
2065,20-10-2014,soda
1285,27-10-2014,pastry
3835,08-05-2014,pastry
2160,15-01-2014,margarine
4995,02-06-2014,mayonnaise
1970,29-01-2014,citrus fruit
2043,07-07-2014,shopping bags
3487,09-01-2014,rolls/buns
2524,17-10-2014,domestic eggs
2045,10-02-2014,soda
2445,31-05-2014,tropical fruit
4616,31-01-2014,pastry
2195,08-03-2014,canned beer
1883,31-05-2014,dishes
2083,21-10-2014,brown bread
4576,21-11-2014,dessert
4464,11-04-2014,oil
3925,26-07-2014,bottled water
4450,31-10-2014,bottled beer
1059,11-06-2014,dessert
4113,14-03-2014,root vegetables
4154,26-07-2014,frozen fish
2490,19-04-2014,white bread
1551,28-04-2014,mayonnaise
1275,06-11-2014,rolls/buns
3935,19-10-2014,rolls/buns
3487,25-10-2014,pip fruit
3986,08-09-2014,oil
3282,26-10-2014,kitchen towels
4488,20-10-2014,ice cream
4946,03-04-2014,yogurt
4081,16-04-2014,chocolate marshmallow
1603,16-03-2014,flour
1107,13-08-2014,whole milk
2272,25-07-2014,yogurt
4705,12-04-2014,female sanitary products
1811,16-08-2014,long life bakery product
2772,03-08-2014,whipped/sour cream
4412,09-12-2014,specialty chocolate
1219,02-10-2014,canned beer
4435,17-10-2014,domestic eggs
2715,28-01-2014,newspapers
2121,03-11-2014,chocolate
2802,27-04-2014,chocolate
1741,19-07-2014,margarine
4278,03-07-2014,soda
1634,10-02-2014,fruit/vegetable juice
3856,08-02-2014,yogurt
3029,19-10-2014,vinegar
3361,23-06-2014,softener
4613,17-07-2014,fruit/vegetable juice
1805,11-11-2014,soda
2147,02-05-2014,soda
1864,29-04-2014,domestic eggs
2789,19-09-2014,flour
2296,12-06-2014,domestic eggs
1526,11-05-2014,sugar
4951,10-05-2014,newspapers
3809,11-05-2014,red/blush wine
2685,06-12-2014,rolls/buns
1107,22-07-2014,rolls/buns
4264,20-07-2014,soft cheese
4974,05-11-2014,root vegetables
1081,11-02-2014,beverages
1111,07-05-2014,other vegetables
4683,30-06-2014,oil
2835,21-11-2014,rolls/buns
4123,07-07-2014,bottled water
1613,02-08-2014,whole milk
3361,14-01-2014,white wine
3425,02-07-2014,pastry
3617,02-08-2014,brown bread
4669,05-08-2014,specialty chocolate
1922,02-07-2014,bottled water
2947,03-03-2014,bottled water
3953,13-05-2014,red/blush wine
1169,15-04-2014,napkins
4192,17-02-2014,whole milk
1239,02-08-2014,roll products 
3041,18-02-2014,pastry
2520,16-01-2014,canned fruit
2426,12-09-2014,root vegetables
1235,05-11-2014,dog food
3799,17-09-2014,whipped/sour cream
1124,05-03-2014,bottled beer
3035,16-04-2014,male cosmetics
4832,18-12-2014,specialty bar
2394,24-02-2014,whipped/sour cream
4185,20-11-2014,rolls/buns
1832,01-09-2014,spread cheese
2666,11-04-2014,frozen vegetables
4686,24-11-2014,whipped/sour cream
2120,21-01-2014,soda
1186,09-02-2014,soda
2377,13-02-2014,pastry
3675,13-07-2014,butter milk
3466,31-05-2014,rolls/buns
4211,02-05-2014,rolls/buns
2832,04-08-2014,curd
4811,12-09-2014,bottled water
3619,21-12-2014,cat food
1722,13-10-2014,butter
1681,20-04-2014,butter
4097,14-07-2014,other vegetables
3878,19-04-2014,misc. beverages
4983,21-06-2014,root vegetables
3100,11-08-2014,margarine
1680,10-12-2014,specialty bar
2041,10-09-2014,dessert
3006,06-01-2014,waffles
1445,23-01-2014,pip fruit
2920,03-12-2014,canned beer
3495,22-10-2014,domestic eggs
4401,09-10-2014,bottled water
1219,03-07-2014,red/blush wine
4331,25-05-2014,coffee
2881,01-06-2014,butter milk
2475,02-01-2014,roll products 
1171,04-09-2014,brown bread
2137,19-01-2014,UHT-milk
1180,02-02-2014,frozen potato products
2679,14-11-2014,yogurt
2025,04-09-2014,cat food
2394,20-05-2014,canned beer
1472,05-11-2014,yogurt
2197,06-07-2014,long life bakery product
4824,19-06-2014,cream
2322,19-01-2014,sweet spreads
4639,22-11-2014,butter milk
3544,13-07-2014,house keeping products
1256,17-06-2014,tea
2456,15-03-2014,pastry
3728,28-10-2014,whipped/sour cream
2619,12-01-2014,shopping bags
1010,10-04-2014,kitchen towels
4264,18-02-2014,newspapers
2576,10-07-2014,napkins
3718,30-03-2014,candles
1950,11-10-2014,rolls/buns
4520,01-03-2014,mustard
1353,22-12-2014,whipped/sour cream
4194,19-11-2014,pastry
3095,26-11-2014,rolls/buns
1130,01-11-2014,margarine
4796,08-01-2014,curd
2710,18-12-2014,soda
3548,03-12-2014,other vegetables
3558,09-11-2014,canned fish
4474,02-04-2014,butter milk
3878,27-11-2014,frozen potato products
1221,15-11-2014,sugar
1009,24-01-2014,canned fish
1169,05-06-2014,napkins
3959,03-12-2014,sparkling wine
2355,29-12-2014,whole milk
2845,26-11-2014,sliced cheese
2320,15-03-2014,newspapers
4169,30-03-2014,frozen vegetables
4800,14-03-2014,soda
3972,09-10-2014,soda
4322,25-07-2014,misc. beverages
3459,04-12-2014,white bread
2654,07-04-2014,misc. beverages
3113,11-10-2014,soda
1456,26-05-2014,whipped/sour cream
3947,05-12-2014,cocoa drinks
2230,14-11-2014,processed cheese
4133,04-08-2014,white wine
1761,05-04-2014,shopping bags
2958,11-03-2014,soda
4923,03-04-2014,potato products
4412,11-03-2014,root vegetables
3368,19-11-2014,white wine
1307,03-10-2014,pastry
4793,25-11-2014,bottled water
1080,02-11-2014,canned beer
4693,04-06-2014,bottled beer
4167,28-08-2014,detergent
3474,31-01-2014,fruit/vegetable juice
3945,15-10-2014,margarine
3499,14-10-2014,hard cheese
1753,05-06-2014,cream cheese 
2524,31-03-2014,rolls/buns
1105,14-06-2014,other vegetables
2581,26-05-2014,bottled water
3793,10-12-2014,canned fruit
1690,30-05-2014,brown bread
3496,20-12-2014,margarine
4526,27-09-2014,sugar
4129,02-04-2014,waffles
1761,29-10-2014,pudding powder
3498,16-08-2014,coffee
2656,31-03-2014,margarine
4262,03-03-2014,domestic eggs
3289,24-01-2014,other vegetables
1679,23-10-2014,rolls/buns
2594,06-01-2014,soft cheese
4538,18-06-2014,coffee
4941,25-10-2014,white bread
4564,06-07-2014,shopping bags
4290,04-09-2014,ice cream
2202,02-01-2014,coffee
2343,19-08-2014,candles
2209,25-08-2014,napkins
1404,02-10-2014,long life bakery product
3914,12-11-2014,rolls/buns
4065,06-05-2014,bottled beer
4220,04-08-2014,sliced cheese
1074,08-05-2014,oil
2434,09-12-2014,detergent
2633,28-07-2014,long life bakery product
1143,18-11-2014,oil
3767,22-06-2014,sweet spreads
2661,28-08-2014,rolls/buns
2093,24-12-2014,whipped/sour cream
2696,23-11-2014,dishes
2927,13-01-2014,rolls/buns
4003,21-12-2014,shopping bags
3451,08-01-2014,soda
1750,16-06-2014,shopping bags
1085,25-05-2014,yogurt
2034,28-06-2014,shopping bags
4676,21-02-2014,margarine
4132,02-12-2014,Instant food products
2822,16-06-2014,shopping bags
3645,31-05-2014,chocolate
1446,26-03-2014,pasta
2222,22-02-2014,cling film/bags
4426,04-08-2014,oil
1854,30-09-2014,newspapers
4645,05-02-2014,oil
2674,03-09-2014,soda
1369,01-12-2014,sugar
4325,19-07-2014,chocolate
4335,28-06-2014,fruit/vegetable juice
2642,09-01-2014,long life bakery product
1318,15-02-2014,mustard
1062,08-05-2014,white bread
4131,20-03-2014,napkins
3793,13-11-2014,fruit/vegetable juice
2618,06-09-2014,soda
4090,03-06-2014,specialty bar
1480,05-05-2014,shopping bags
4078,21-06-2014,soda
2817,19-06-2014,bottled water
1999,02-04-2014,brown bread
2490,27-03-2014,shopping bags
1991,23-12-2014,bottled beer
4156,03-04-2014,hygiene articles
1215,28-04-2014,sauces
1612,26-11-2014,frozen meals
3495,18-02-2014,fruit/vegetable juice
3749,29-04-2014,canned beer
1514,26-02-2014,bottled water
2892,20-11-2014,soda
4562,26-05-2014,female sanitary products
2568,21-11-2014,hard cheese
2750,11-01-2014,waffles
4348,11-02-2014,salty snack
4241,22-09-2014,popcorn
2707,30-10-2014,margarine
4441,15-02-2014,butter
1646,21-07-2014,shopping bags
4427,08-12-2014,soda
3764,26-05-2014,sugar
4680,23-01-2014,white wine
2155,17-08-2014,candles
4510,01-11-2014,whole milk
3400,10-07-2014,bottled water
3975,29-04-2014,soda
3775,10-11-2014,newspapers
4893,10-02-2014,sliced cheese
1870,07-12-2014,brown bread
1384,22-02-2014,soda
4357,07-09-2014,whole milk
2035,01-07-2014,rice
1715,08-12-2014,margarine
4557,14-07-2014,napkins
4235,18-09-2014,soda
4041,25-04-2014,canned fish
3937,08-10-2014,UHT-milk
4577,22-06-2014,napkins
1561,02-04-2014,white bread
4720,10-01-2014,chocolate
1863,01-06-2014,seasonal products
3862,24-03-2014,artif. sweetener
1838,05-08-2014,canned beer
4694,21-03-2014,newspapers
3468,21-01-2014,butter
4872,24-10-2014,shopping bags
4626,23-03-2014,canned beer
2278,10-11-2014,soda
4758,15-11-2014,fruit/vegetable juice
3003,08-05-2014,whole milk
4683,26-09-2014,curd cheese
1229,26-07-2014,mustard
2927,11-12-2014,jam
3341,06-10-2014,brown bread
2215,02-02-2014,curd
1711,09-05-2014,newspapers
3491,21-06-2014,detergent
3505,18-03-2014,meat spreads
4669,14-03-2014,whole milk
2557,29-01-2014,bottled water
4283,04-04-2014,candy
4679,18-09-2014,whipped/sour cream
2651,08-01-2014,dishes
4071,26-06-2014,shopping bags
2587,11-12-2014,fruit/vegetable juice
4091,30-06-2014,meat spreads
3002,12-12-2014,hygiene articles
2035,10-08-2014,white bread
2772,05-08-2014,frozen meals
3431,31-07-2014,canned fish
2166,14-07-2014,canned fish
4688,07-07-2014,fruit/vegetable juice
1585,16-10-2014,fruit/vegetable juice
1308,21-08-2014,white wine
4190,30-09-2014,domestic eggs
3611,21-09-2014,cake bar
3933,02-12-2014,hard cheese
3877,06-02-2014,soda
4787,27-08-2014,fruit/vegetable juice
2063,02-06-2014,brandy
1940,09-02-2014,yogurt
2993,16-08-2014,chewing gum
2316,18-02-2014,shopping bags
2175,16-08-2014,male cosmetics
4445,23-05-2014,flower (seeds)
3812,04-04-2014,cereals
4577,29-05-2014,frozen meals
3248,13-08-2014,other vegetables
4821,12-12-2014,rolls/buns
2835,28-01-2014,domestic eggs
1998,10-02-2014,candles
3080,15-02-2014,yogurt
3864,26-12-2014,long life bakery product
1410,06-07-2014,kitchen towels
4037,26-12-2014,ice cream
1696,17-06-2014,cream cheese 
3678,07-07-2014,pasta
2644,05-05-2014,misc. beverages
1786,23-04-2014,specialty bar
2357,27-11-2014,fruit/vegetable juice
4478,20-06-2014,roll products 
4294,17-12-2014,butter milk
1908,23-01-2014,sauces
4800,11-03-2014,long life bakery product
4265,08-03-2014,bottled water
4735,23-05-2014,sliced cheese
1290,18-02-2014,rice
3633,13-06-2014,soda
4992,24-02-2014,margarine
1069,18-12-2014,salt
1563,27-04-2014,long life bakery product
4146,11-04-2014,root vegetables
4745,20-08-2014,soft cheese
2138,01-04-2014,seasonal products
3207,24-04-2014,yogurt
2672,22-05-2014,soda
1087,19-06-2014,specialty chocolate
2259,01-06-2014,processed cheese
2597,04-02-2014,fruit/vegetable juice
2713,28-09-2014,long life bakery product
3389,30-06-2014,chocolate
4853,23-07-2014,chocolate
4788,28-07-2014,whole milk
2957,26-02-2014,fruit/vegetable juice
4134,30-09-2014,whole milk
3773,11-09-2014,frozen fish
4309,13-04-2014,waffles
